Date,TecDAX,,,,,1&1,,,,,,Aixtron,,,,,,Aumann,,,,,,Adva,,,,,,Bechtle,,,,,,Cancom,,,,,,Carl Zeiss Meditec,,,,,,CompuGroup,,,,,,Dialog Semiconductor,,,,,,Drägerwerk,,,,,,Evotec,,,,,,Freenet,,,,,,GFT Technologies,,,,,,Infineon,,,,,,Isra,,,,,,Jenoptik,,,,,,LPKF,,,,,,Manz,,,,,,Medigene,,,,,,MorphoSys,,,,,,Nemetschek,,,,,,Nordex,,,,,,Pfeiffer Vacuum,,,,,,Qiagen,,,,,,QSC,,,,,,RIB Software,,,,,,,S&T,,,,,SAP,,,,,,Sartorius,,,,,,Siemens Healthineers,,,,,,Siltronic,,,,,,SLM,,,,,,SMA,,,,,,Software,,,,,,Stratec,,,,,,,Süss,,,,,Telefonica,,,,,,Telekom,,,,,,United Internet,,,,,,Wirecard,,,,,,Xing,,,,,
Date,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Aixtron,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Adva,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,GFT Technologies,Volumen,Datum,Eroeffnung,Hoch,Tief,Infineon,Volumen,Datum,Eroeffnung,Hoch,Tief,Isra,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,LPKF,Volumen,Datum,Eroeffnung,Hoch,Tief,Manz,Volumen,Datum,Eroeffnung,Hoch,Tief,Medigene,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,QSC,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,S&T,Volumen,Datum,Eroeffnung,Hoch,Tief,SAP,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Siemens Health,Volumen,Datum,Eroeffnung,Hoch,Tief,Siltronic,Volumen,Datum,Eroeffnung,Hoch,Tief,SLM,Volumen,Datum,Eroeffnung,Hoch,Tief,SMA,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Stratec,Volumen,Datum,Eroeffnung,Hoch,Tief,Süss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Telekom,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen
  15.07.2015,"1,459.57","1,480.57","1,459.57","1,480.57","7,828,028",  15.07.2015,39.46,39.95,39.38,39.88,"222,948",  15.07.2015,5,5.05,4.88,4.94,"2,178,950",,0,0,0,0,0,  15.07.2015,9.69,10.25,9.37,9.41,"1,108,033",  15.07.2015,37.5,38.61,37.5,38.52,"108,018",  15.07.2015,17.7,17.7,17.13,17.51,"225,604",  15.07.2015,24.65,24.89,24.51,24.77,"41,145",  15.07.2015,34,34.5,33.74,34.46,"38,256",  15.07.2015,52,52.93,51.71,52.55,"410,418",  15.07.2015,97.39,99.44,96.99,98.98,"12,674",  15.07.2015,3.32,3.34,3.28,3.33,"218,772",  15.07.2015,31.33,31.68,31.24,31.55,"284,325",  15.07.2015,21.4,21.61,21.2,21.6,"80,612",  15.07.2015,0,0,0,0,"5,866,722",  15.07.2015,0,0,0,0,"9,950",  15.07.2015,11.48,12,11.46,11.89,"245,005",  15.07.2015,7.9,8.19,7.89,8.09,"91,017",  15.07.2015,64.05,64.22,62.07,64.05,"32,747",  15.07.2015,0,0,0,0,"138,113",  15.07.2015,70.32,73,70.32,72.89,"115,366",  15.07.2015,34.2,35.49,33.81,35.49,"80,096",  15.07.2015,23.89,24.25,23.81,24.15,"503,227",  15.07.2015,80.96,82.31,80.57,81.21,"22,501",  15.07.2015,24.92,25.34,24.92,25.18,"7,492",  15.07.2015,1.86,1.88,1.83,1.87,"480,869",  15.07.2015,15.4,15.84,15.4,15.75,"154,637",  15.07.2015,0,0,0,0,"76,776",  15.07.2015,0,0,0,0,"1,735,979",  15.07.2015,44.05,44.4,43.33,43.8,"67,044",  15.07.2015,0,0,0,0,0,  15.07.2015,0,0,0,0,"3,210",  15.07.2015,0,0,0,0,"27,023",  15.07.2015,29,33.75,28.85,33.75,"899,980",  15.07.2015,24.7,25.3,24.7,25.17,"254,503",15.07.2015,50.2,50.52,50.77,50.1,"12,479",  15.07.2015,0,0,0,0,"54,633",  15.07.2015,5.24,5.31,5.22,5.31,"1,468,342",  15.07.2015,0,0,0,0,"7,807,118",  15.07.2015,43.78,44.94,43.78,44.22,"534,294",  15.07.2015,37.64,38.15,37.47,38.11,"467,468",  15.07.2015,155.6,157.4,154,155.2,"7,846"
  16.07.2015,"1,485.80","1,503.98","1,485.58","1,498.99","10,271,218",  16.07.2015,40,40.4,39.78,39.95,"192,501",  16.07.2015,4.99,5.23,4.91,5.12,"2,084,017",,0,0,0,0,0,  16.07.2015,9.6,9.97,9.55,9.94,"763,732",  16.07.2015,38.85,39.34,38.62,38.96,"121,684",  16.07.2015,17.66,17.69,17.39,17.55,"157,288",  16.07.2015,24.9,25.15,24.66,25.15,"59,408",  16.07.2015,34.8,35,34.26,34.96,"112,370",  16.07.2015,52.69,53.33,51.85,52.06,"654,447",  16.07.2015,89.21,91.5,88.96,90.31,"139,002",  16.07.2015,3.35,3.49,3.34,3.46,"786,641",  16.07.2015,31.65,31.95,31.54,31.85,"415,113",  16.07.2015,21.74,21.84,21.2,21.46,"99,592",  16.07.2015,0,0,0,0,"9,805,361",  16.07.2015,0,0,0,0,"10,905",  16.07.2015,12,12.11,11.94,12.03,"280,037",  16.07.2015,8.35,8.81,8.32,8.81,"191,811",  16.07.2015,64.55,65.24,63.57,64.05,"31,680",  16.07.2015,0,0,0,0,"101,999",  16.07.2015,73.21,74.74,72.89,74.2,"100,211",  16.07.2015,36,37.79,34.75,35.84,"189,033",  16.07.2015,24.5,25.12,24.38,24.83,"950,802",  16.07.2015,81.27,84.98,81.27,84.39,"34,034",  16.07.2015,25.59,25.72,25.36,25.52,"6,894",  16.07.2015,1.88,1.94,1.86,1.93,"734,418",  16.07.2015,15.79,16,15.73,15.91,"186,348",  16.07.2015,0,0,0,0,"54,919",  16.07.2015,0,0,0,0,"3,142,492",  16.07.2015,44.17,44.46,44.01,44.37,"61,216",  16.07.2015,0,0,0,0,0,  16.07.2015,0,0,0,0,"6,992",  16.07.2015,0,0,0,0,"55,700",  16.07.2015,36.25,36.4,31.13,31.8,"1,277,251",  16.07.2015,25.23,25.49,25.22,25.31,"196,044",16.07.2015,50.25,51.72,52.45,50.21,"16,859",  16.07.2015,0,0,0,0,"51,782",  16.07.2015,5.32,5.41,5.29,5.41,"1,671,181",  16.07.2015,0,0,0,0,"9,905,377",  16.07.2015,44.4,45.63,44.32,45.55,"406,493",  16.07.2015,39.85,39.89,38.6,39.07,"1,052,462",  16.07.2015,155.9,158.9,155.2,157.8,"12,398"
  17.07.2015,"1,500.65","1,508.30","1,494.89","1,503.59","7,068,270",  17.07.2015,39.91,40.04,39.3,39.45,"207,163",  17.07.2015,5.2,5.33,5.2,5.31,"1,765,838",,0,0,0,0,0,  17.07.2015,10.04,10.07,9.6,9.9,"656,961",  17.07.2015,38.91,39.24,38.53,38.69,"68,652",  17.07.2015,17.67,17.67,17.34,17.46,"127,634",  17.07.2015,25.15,25.49,25.07,25.21,"72,604",  17.07.2015,35.05,35.5,34.24,35.5,"66,785",  17.07.2015,52.15,52.63,51.69,52.07,"336,151",  17.07.2015,90,93.11,90,92.71,"70,078",  17.07.2015,3.49,3.49,3.39,3.4,"367,359",  17.07.2015,31.86,32.27,31.73,31.87,"554,258",  17.07.2015,21.65,21.86,21.17,21.81,"126,347",  17.07.2015,0,0,0,0,"4,298,991",  17.07.2015,0,0,0,0,"16,750",  17.07.2015,12,12.16,11.99,12.16,"225,763",  17.07.2015,8.94,8.99,8.55,8.94,"162,751",  17.07.2015,65.04,65.04,62.58,64.56,"20,084",  17.07.2015,0,0,0,0,"82,881",  17.07.2015,73.97,75.65,73.64,75.3,"117,546",  17.07.2015,36.4,37,35.08,36.31,"121,486",  17.07.2015,25,25.02,24.49,24.63,"561,321",  17.07.2015,85.01,85.69,83.93,84.72,"23,785",  17.07.2015,25.42,26.01,25.23,26.01,"17,520",  17.07.2015,1.94,1.95,1.91,1.91,"654,803",  17.07.2015,15.99,16.17,15.82,16.04,"134,324",  17.07.2015,0,0,0,0,"28,539",  17.07.2015,0,0,0,0,"2,656,141",  17.07.2015,44.37,44.58,43.42,44,"54,008",  17.07.2015,0,0,0,0,0,  17.07.2015,0,0,0,0,"10,186",  17.07.2015,0,0,0,0,"55,035",  17.07.2015,31.9,32.76,30.54,31.17,"440,143",  17.07.2015,25.45,25.56,25.3,25.37,"183,432",17.07.2015,51.6,54.4,55.95,51.31,"22,827",  17.07.2015,0,0,0,0,"77,104",  17.07.2015,5.38,5.46,5.38,5.44,"1,709,469",  17.07.2015,0,0,0,0,"11,278,311",  17.07.2015,45.76,46.2,45.43,45.8,"495,617",  17.07.2015,39.31,39.6,38.37,38.9,"416,961",  17.07.2015,158.95,161.25,157.5,159.55,"11,129"
  20.07.2015,"1,502.53","1,536.31","1,502.53","1,526.16","8,160,170",  20.07.2015,39.44,40.08,39.24,39.79,"216,461",  20.07.2015,5.39,5.6,5.35,5.49,"2,116,054",,0,0,0,0,0,  20.07.2015,10,10.27,9.83,10.24,"498,881",  20.07.2015,38.84,39.39,38.84,39.16,"42,496",  20.07.2015,17.5,17.64,17.45,17.57,"98,046",  20.07.2015,25.4,25.49,25.25,25.49,"43,920",  20.07.2015,35.78,36.16,35.61,35.89,"70,358",  20.07.2015,52.49,53.85,52.1,53.09,"394,282",  20.07.2015,93.94,94.3,92.56,93.32,"37,138",  20.07.2015,3.47,3.47,3.4,3.42,"342,645",  20.07.2015,31.77,32.28,31.76,31.99,"278,341",  20.07.2015,22,22.84,22,22.77,"220,878",  20.07.2015,0,0,0,0,"6,231,133",  20.07.2015,0,0,0,0,"34,070",  20.07.2015,12.19,12.32,12.15,12.26,"168,935",  20.07.2015,8.86,9.02,8.6,8.66,"98,437",  20.07.2015,69.97,74.9,69.97,73.59,"163,904",  20.07.2015,0,0,0,0,"95,139",  20.07.2015,75.5,76.96,75.25,76.28,"91,472",  20.07.2015,36.65,37,36.2,36.54,"82,958",  20.07.2015,25.2,26.28,25.2,26.07,"1,272,680",  20.07.2015,85.1,86.51,85.1,86.08,"22,006",  20.07.2015,25.8,26.53,25.8,26.38,"5,875",  20.07.2015,1.95,1.95,1.91,1.92,"609,188",  20.07.2015,16,16.45,15.98,16.39,"169,959",  20.07.2015,0,0,0,0,"59,959",  20.07.2015,0,0,0,0,"2,787,094",  20.07.2015,44.36,44.37,43.95,44.37,"44,576",  20.07.2015,0,0,0,0,0,  20.07.2015,0,0,0,0,"10,765",  20.07.2015,0,0,0,0,"15,777",  20.07.2015,31.38,31.38,29.52,30.06,"262,515",  20.07.2015,25.53,25.53,25.3,25.51,"214,704",20.07.2015,54.25,53.54,54.8,52.64,"11,994",  20.07.2015,0,0,0,0,"148,328",  20.07.2015,5.26,5.48,5.22,5.44,"1,121,481",  20.07.2015,0,0,0,0,"8,775,093",  20.07.2015,46.03,46.89,46,46.28,"428,238",  20.07.2015,39.4,40.95,39.19,40.14,"729,715",  20.07.2015,158.2,162.8,158.15,161.8,"6,808"
  21.07.2015,"1,527.29","1,530.92","1,509.64","1,514.53","7,843,099",  21.07.2015,39.92,40,38.85,39.15,"160,712",  21.07.2015,5.5,5.52,5.32,5.45,"1,670,644",,0,0,0,0,0,  21.07.2015,10.3,10.48,10.18,10.27,"577,859",  21.07.2015,39.35,39.35,38.51,38.79,"53,322",  21.07.2015,17.57,17.98,17.5,17.6,"263,990",  21.07.2015,25,25.38,24.77,25.19,"49,848",  21.07.2015,35.8,36.36,35.64,35.82,"27,616",  21.07.2015,53.25,53.4,51.69,52.47,"415,161",  21.07.2015,92.94,94.87,92.8,93.98,"25,025",  21.07.2015,3.44,3.44,3.36,3.4,"419,268",  21.07.2015,31.97,32.02,31.54,31.56,"278,367",  21.07.2015,22.78,22.78,22.11,22.37,"109,750",  21.07.2015,0,0,0,0,"5,569,298",  21.07.2015,0,0,0,0,"12,835",  21.07.2015,12.3,12.3,12.04,12.06,"114,300",  21.07.2015,8.62,8.65,8.38,8.38,"51,534",  21.07.2015,76.57,76.7,72.23,74.99,"103,427",  21.07.2015,0,0,0,0,"91,357",  21.07.2015,76.35,76.4,74.61,74.79,"117,547",  21.07.2015,36.45,36.95,35.61,36.08,"105,516",  21.07.2015,26.58,26.94,26.23,26.3,"1,309,341",  21.07.2015,86.81,86.81,85.8,86,"25,779",  21.07.2015,26.36,26.36,25.8,26.04,"4,012",  21.07.2015,1.92,1.96,1.91,1.93,"568,886",  21.07.2015,16.3,16.8,16,16.1,"247,744",  21.07.2015,0,0,0,0,"55,099",  21.07.2015,0,0,0,0,"4,210,895",  21.07.2015,45.98,48.61,45.75,47.66,"169,980",  21.07.2015,0,0,0,0,0,  21.07.2015,0,0,0,0,"31,400",  21.07.2015,0,0,0,0,"21,554",  21.07.2015,29.24,29.66,27.54,28.48,"536,201",  21.07.2015,25.49,25.65,25.29,25.36,"351,170",21.07.2015,53.09,52.49,53.66,50.99,"18,483",  21.07.2015,0,0,0,0,"101,946",  21.07.2015,5.45,5.49,5.43,5.45,"1,182,681",  21.07.2015,0,0,0,0,"7,483,064",  21.07.2015,46.23,46.37,45.38,45.7,"303,587",  21.07.2015,40.25,40.47,39.14,39.43,"654,193",  21.07.2015,162,162,153.95,157.05,"9,714"
  22.07.2015,"1,508.44","1,508.44","1,493.17","1,504.91","7,642,243",  22.07.2015,38.65,39.07,38.44,38.5,"177,282",  22.07.2015,5.42,5.46,5.23,5.3,"1,600,642",,0,0,0,0,0,  22.07.2015,10.25,10.37,10.05,10.11,"407,084",  22.07.2015,38.2,39.05,38.07,39.05,"58,706",  22.07.2015,17.68,17.75,17.41,17.67,"151,640",  22.07.2015,25,25.12,24.8,24.93,"28,156",  22.07.2015,35.6,35.69,34.15,35.04,"61,693",  22.07.2015,50.2,50.5,48.52,49.73,"1,933,239",  22.07.2015,93.9,93.9,91.51,93.41,"24,515",  22.07.2015,3.35,3.39,3.33,3.38,"265,825",  22.07.2015,31.5,31.67,31.3,31.38,"309,182",  22.07.2015,22.37,22.6,22.01,22.47,"94,127",  22.07.2015,0,0,0,0,"17,200,902",  22.07.2015,0,0,0,0,"4,985",  22.07.2015,11.98,12.09,11.85,11.99,"112,679",  22.07.2015,8.38,8.47,8.2,8.41,"37,211",  22.07.2015,73.54,75.32,72.15,74.08,"32,614",  22.07.2015,0,0,0,0,"91,153",  22.07.2015,74.58,75.75,74.5,74.88,"121,318",  22.07.2015,35.99,36.24,35.41,35.73,"60,998",  22.07.2015,26.1,26.5,25.92,26.36,"566,080",  22.07.2015,86.15,86.5,85.81,85.81,"24,241",  22.07.2015,25.9,26.48,25.9,26.43,"4,793",  22.07.2015,1.91,1.95,1.9,1.94,"243,659",  22.07.2015,16.12,16.3,15.94,16.21,"78,532",  22.07.2015,0,0,0,0,"94,296",  22.07.2015,0,0,0,0,"2,959,220",  22.07.2015,47.37,47.48,45.51,46.77,"119,524",  22.07.2015,0,0,0,0,0,  22.07.2015,0,0,0,0,"15,313",  22.07.2015,0,0,0,0,"7,973",  22.07.2015,28.4,31.55,28.27,30.45,"530,446",  22.07.2015,25.28,25.46,25.06,25.33,"160,950",22.07.2015,51.79,52.54,52.64,51.47,"10,735",  22.07.2015,0,0,0,0,"99,412",  22.07.2015,5.4,5.47,5.39,5.45,"739,173",  22.07.2015,0,0,0,0,"6,352,595",  22.07.2015,45.18,45.72,45.1,45.62,"304,860",  22.07.2015,39,39.77,39,39.37,"379,730",  22.07.2015,157.45,157.45,153.7,155,"9,587"
  23.07.2015,"1,512.52","1,519.74","1,510.59","1,516.24","7,621,231",  23.07.2015,38.77,38.88,38.22,38.28,"156,336",  23.07.2015,5.34,5.34,5.1,5.18,"1,538,296",,0,0,0,0,0,  23.07.2015,10.5,10.55,10.01,10.31,"919,100",  23.07.2015,39.12,39.51,38.98,39.49,"58,382",  23.07.2015,17.72,18.67,17.65,18.52,"478,678",  23.07.2015,24.99,24.99,24.6,24.84,"48,070",  23.07.2015,35.1,35.46,34.61,34.87,"38,770",  23.07.2015,50.5,51.82,50.01,51.75,"810,910",  23.07.2015,93.75,93.8,92.28,92.65,"16,345",  23.07.2015,3.38,3.39,3.3,3.37,"392,079",  23.07.2015,31.54,31.84,31.34,31.58,"391,973",  23.07.2015,22.8,22.8,22.31,22.36,"111,082",  23.07.2015,0,0,0,0,"9,061,688",  23.07.2015,0,0,0,0,"12,740",  23.07.2015,12.1,12.14,12,12.13,"90,118",  23.07.2015,8.67,8.73,8.54,8.7,"85,316",  23.07.2015,74.6,75.39,72.89,74.44,"36,294",  23.07.2015,0,0,0,0,"52,121",  23.07.2015,74.98,75.43,74.59,74.78,"106,763",  23.07.2015,36.03,36.31,35.52,35.57,"59,376",  23.07.2015,26.65,26.91,26.37,26.43,"710,080",  23.07.2015,86.25,86.6,85.8,86.22,"30,244",  23.07.2015,26.32,26.48,26.07,26.07,"3,847",  23.07.2015,1.96,1.96,1.9,1.92,"888,626",  23.07.2015,16.36,16.46,16.09,16.24,"51,331",  23.07.2015,0,0,0,0,"75,288",  23.07.2015,0,0,0,0,"2,196,045",  23.07.2015,47.17,47.41,46.75,47.23,"59,364",  23.07.2015,0,0,0,0,0,  23.07.2015,0,0,0,0,"3,100",  23.07.2015,0,0,0,0,"11,069",  23.07.2015,31.59,32.25,30.5,30.77,"272,437",  23.07.2015,26.64,27.85,26.64,27.5,"761,053",23.07.2015,52.98,51.96,53.27,51.8,"8,612",  23.07.2015,0,0,0,0,"120,195",  23.07.2015,5.49,5.55,5.43,5.46,"1,332,242",  23.07.2015,0,0,0,0,"7,658,407",  23.07.2015,46.07,46.3,45.46,45.66,"281,126",  23.07.2015,39.53,39.6,38.89,39.14,"471,329",  23.07.2015,155.4,155.8,153.1,154.65,"11,808"
  24.07.2015,"1,513.82","1,519.17","1,503.58","1,506.43","5,660,812",  24.07.2015,38.06,38.59,37.62,38.43,"288,230",  24.07.2015,5.18,5.25,5.08,5.12,"1,196,379",,0,0,0,0,0,  24.07.2015,10.26,10.32,10.08,10.21,"409,932",  24.07.2015,39.1,39.46,38.96,39.18,"55,000",  24.07.2015,18.5,18.93,18.31,18.48,"358,836",  24.07.2015,24.67,25.5,24.67,25.45,"36,417",  24.07.2015,34.6,34.71,32.25,32.25,"150,866",  24.07.2015,51.67,51.79,50.37,50.6,"469,575",  24.07.2015,91.65,93.76,91.65,92.9,"11,553",  24.07.2015,3.38,3.44,3.33,3.34,"619,448",  24.07.2015,31.42,31.86,31.41,31.5,"237,617",  24.07.2015,22.45,22.65,22.12,22.24,"73,731",  24.07.2015,0,0,0,0,"4,723,210",  24.07.2015,0,0,0,0,"21,210",  24.07.2015,12.13,12.15,11.93,12.02,"82,228",  24.07.2015,8.66,8.76,8.62,8.76,"24,161",  24.07.2015,75.13,75.13,72.32,72.34,"21,814",  24.07.2015,0,0,0,0,"40,044",  24.07.2015,74.26,75.15,74.26,74.67,"83,412",  24.07.2015,35.8,36.1,35.64,35.8,"68,723",  24.07.2015,26.4,26.59,26.09,26.2,"579,377",  24.07.2015,85.93,86.96,85.93,86.11,"17,221",  24.07.2015,26.19,26.41,26.01,26.01,"2,371",  24.07.2015,1.92,1.94,1.92,1.92,"288,147",  24.07.2015,16.24,16.47,16,16.2,"81,271",  24.07.2015,0,0,0,0,"15,447",  24.07.2015,0,0,0,0,"1,994,056",  24.07.2015,47.23,47.5,47,47.25,"47,684",  24.07.2015,0,0,0,0,0,  24.07.2015,0,0,0,0,"10,565",  24.07.2015,0,0,0,0,"35,635",  24.07.2015,30.83,31.07,29.67,30.36,"153,221",  24.07.2015,27.31,27.85,27.3,27.48,"260,703",24.07.2015,52.08,52.43,52.8,52.08,"9,038",  24.07.2015,0,0,0,0,"132,431",  24.07.2015,5.45,5.56,5.45,5.51,"1,461,553",  24.07.2015,0,0,0,0,"8,802,296",  24.07.2015,45.63,46.02,45.41,45.46,"254,745",  24.07.2015,39.01,39.02,38.28,38.43,"563,016",  24.07.2015,154.2,155.45,150.5,153.6,"15,699"
  27.07.2015,"1,502.40","1,502.40","1,462.59","1,462.59","7,853,208",  27.07.2015,38.28,38.34,37.38,37.42,"224,436",  27.07.2015,5.11,5.44,5,5.28,"1,893,105",,0,0,0,0,0,  27.07.2015,10.21,10.21,9.7,10.03,"702,764",  27.07.2015,39.19,39.19,38.18,38.37,"69,484",  27.07.2015,18.45,18.48,18.02,18.02,"415,268",  27.07.2015,25.14,25.27,24.5,24.53,"34,699",  27.07.2015,32.32,32.32,28.52,28.55,"261,546",  27.07.2015,50.6,50.69,48.71,48.82,"675,567",  27.07.2015,93.13,93.13,90.8,91.73,"15,454",  27.07.2015,3.38,3.44,3.31,3.35,"600,014",  27.07.2015,31.37,31.37,30.53,30.53,"333,019",  27.07.2015,22.3,22.3,21.19,21.19,"122,136",  27.07.2015,0,0,0,0,"9,116,530",  27.07.2015,0,0,0,0,"10,715",  27.07.2015,11.98,12.01,11.62,11.95,"196,074",  27.07.2015,8.77,8.77,8.53,8.54,"19,931",  27.07.2015,72.02,72.14,67.67,68.03,"82,064",  27.07.2015,0,0,0,0,"215,350",  27.07.2015,74.26,74.26,68.05,70.4,"286,462",  27.07.2015,35.85,35.85,34.57,34.8,"80,987",  27.07.2015,25.99,25.99,25.13,25.13,"815,980",  27.07.2015,85.8,85.92,83.48,83.48,"22,775",  27.07.2015,26.11,26.11,25.18,25.31,"6,830",  27.07.2015,1.92,1.93,1.85,1.86,"473,065",  27.07.2015,16.2,16.2,15.52,15.52,"102,270",  27.07.2015,0,0,0,0,"79,688",  27.07.2015,0,0,0,0,"2,679,349",  27.07.2015,47.25,47.27,46.18,46.23,"38,156",  27.07.2015,0,0,0,0,0,  27.07.2015,0,0,0,0,"36,834",  27.07.2015,0,0,0,0,"24,952",  27.07.2015,30,30.9,29.11,29.87,"165,241",  27.07.2015,27.4,27.66,27.06,27.06,"232,366",27.07.2015,52.55,50.53,52.55,50.53,"6,095",  27.07.2015,0,0,0,0,"93,497",  27.07.2015,5.5,5.51,5.41,5.47,"1,974,628",  27.07.2015,0,0,0,0,"9,829,026",  27.07.2015,45.34,45.39,44.08,44.08,"370,197",  27.07.2015,38.18,38.29,37.36,37.41,"635,412",  27.07.2015,152.9,153.05,144,145,"13,026"
  28.07.2015,"1,465.89","1,481.17","1,465.86","1,477.14","9,927,428",  28.07.2015,37.74,37.82,37.23,37.5,"313,538",  28.07.2015,5.25,5.41,4.95,5.01,"3,435,107",,0,0,0,0,0,  28.07.2015,10.01,10.63,10,10.63,"600,357",  28.07.2015,38.35,38.95,38.07,38.73,"68,702",  28.07.2015,18.02,18.36,17.93,18.08,"120,428",  28.07.2015,24.5,24.95,24.5,24.93,"53,325",  28.07.2015,28.68,29.64,28.38,29,"152,898",  28.07.2015,49.04,49.76,48.2,48.67,"632,660",  28.07.2015,92.14,93.12,90.8,91.37,"31,653",  28.07.2015,3.35,3.43,3.35,3.41,"328,179",  28.07.2015,30.63,31.27,30.63,31.06,"325,350",  28.07.2015,20.9,22.78,20.67,22.61,"261,655",  28.07.2015,0,0,0,0,"8,132,260",  28.07.2015,0,0,0,0,"9,905",  28.07.2015,11.9,12.18,11.9,12.06,"228,409",  28.07.2015,8.61,8.69,8.37,8.37,"57,438",  28.07.2015,69.76,70.1,65.64,66.53,"48,713",  28.07.2015,0,0,0,0,"116,024",  28.07.2015,70.78,74.23,70.23,72.54,"182,104",  28.07.2015,34.5,36.1,34.5,35.62,"67,458",  28.07.2015,25.46,26.17,25.25,25.98,"824,298",  28.07.2015,83.9,84.65,83.2,84.56,"19,457",  28.07.2015,25.45,25.87,25.45,25.82,"1,699",  28.07.2015,1.86,1.87,1.81,1.81,"618,400",  28.07.2015,15.6,16.25,15.55,16.05,"170,015",  28.07.2015,0,0,0,0,"23,251",  28.07.2015,0,0,0,0,"2,262,071",  28.07.2015,46.5,47.22,46.5,47,"97,896",  28.07.2015,0,0,0,0,0,  28.07.2015,0,0,0,0,"7,933",  28.07.2015,0,0,0,0,"9,460",  28.07.2015,30,30.3,29.5,30.3,"169,828",  28.07.2015,27.18,27.21,26.96,27.03,"185,759",28.07.2015,50.38,50.1,50.38,49.705,"10,338",  28.07.2015,0,0,0,0,"63,000",  28.07.2015,5.5,5.56,5.48,5.52,"2,104,431",  28.07.2015,0,0,0,0,"8,866,849",  28.07.2015,44.2,44.7,44.03,44.7,"387,412",  28.07.2015,37.57,37.64,36.6,36.87,"1,222,916",  28.07.2015,146.4,152.9,146.3,150.85,"24,606"
